Timestamp,In ,Out
2014-10-20T09:42:00+00:00,415929232.5,147451650.06
2014-10-20T10:24:00+00:00,438531443.4,150347512.73
2014-10-20T11:06:00+00:00,418476886.63,146296028.5
2014-10-20T11:48:00+00:00,435307264.28,156197429.38
2014-10-20T12:30:00+00:00,480016377.57,169021697.71
2014-10-20T13:12:00+00:00,498127621.52,168985658.82
2014-10-20T13:54:00+00:00,467332109.96,163096991.13
2014-10-20T14:36:00+00:00,491546828.58,178835191.47
2014-10-20T15:18:00+00:00,527542292.66,179923910.71
2014-10-20T16:00:00+00:00,515246299.33,199654482.5
2014-10-20T16:42:00+00:00,493562377.47,187316585.94
2014-10-20T17:24:00+00:00,519713227.13,177879731.57
2014-10-20T18:06:00+00:00,512672507.88,178810641.53
2014-10-20T18:48:00+00:00,519980916.92,183543999.83
2014-10-20T19:30:00+00:00,473036629.49,162698804.84
2014-10-20T20:12:00+00:00,470744339.83,174918036.18
2014-10-20T20:54:00+00:00,452034063.35,159721728.47
2014-10-20T21:36:00+00:00,400024556.42,147230277.49
2014-10-20T22:18:00+00:00,372189179.33,131389250.6
2014-10-20T23:00:00+00:00,339190764.06,121699557.84
2014-10-20T23:42:00+00:00,344638398.1,119475863.09
2014-10-21T00:24:00+00:00,334466233.55,149824810.87
2014-10-21T01:06:00+00:00,356557377.16,148485885.83
2014-10-21T01:48:00+00:00,345838625.23,128937070.66
2014-10-21T02:30:00+00:00,360599889.25,115785571.53
2014-10-21T03:12:00+00:00,365717258.08,113763701.8
2014-10-21T03:54:00+00:00,316125096.41,109185345.16
2014-10-21T04:36:00+00:00,320705663.46,113662702.96
2014-10-21T05:18:00+00:00,331062614.89,115516239.67
2014-10-21T06:00:00+00:00,359625739.68,120287906.26
2014-10-21T06:42:00+00:00,536770054.16,129239868.13
2014-10-21T07:24:00+00:00,481343620.79,138577756.71
2014-10-21T08:06:00+00:00,399039074.57,135182242.6
2014-10-21T08:48:00+00:00,413690253.83,141719928.18
2014-10-21T09:30:00+00:00,445430326.14,152381589.59
2014-10-21T10:12:00+00:00,440475162.62,153173190.55
2014-10-21T10:54:00+00:00,441259537.23,151320869.28
2014-10-21T11:36:00+00:00,431944913.56,154853031.59
2014-10-21T12:18:00+00:00,449793647.54,164286350.6
2014-10-21T13:00:00+00:00,504471763.47,174839635.5
2014-10-21T13:42:00+00:00,509495629.16,175528527.79
2014-10-21T14:24:00+00:00,505996825.09,176252782.94
2014-10-21T15:06:00+00:00,513816249.52,181218017.5
2014-10-21T15:48:00+00:00,512688456.05,176676983.37
2014-10-21T16:30:00+00:00,513496052.9,183848329.82
2014-10-21T17:12:00+00:00,491413636.75,176700699.83
2014-10-21T17:54:00+00:00,494982823.97,166525703.26
2014-10-21T18:36:00+00:00,502719765.88,173554858.44
2014-10-21T19:18:00+00:00,487212661.94,163241117.99
2014-10-21T20:00:00+00:00,490758217.15,163525364.47
2014-10-21T20:42:00+00:00,547159979.34,153860212.66
2014-10-21T21:24:00+00:00,596659399.27,151069895.6
2014-10-21T22:06:00+00:00,405898305.07,138172562.93
2014-10-21T22:48:00+00:00,392787900.89,125948529.43
2014-10-21T23:30:00+00:00,370057158.84,120020686.18
2014-10-22T00:12:00+00:00,380385720.43,123074681.49
2014-10-22T00:54:00+00:00,369904986.42,120764821.6
2014-10-22T01:36:00+00:00,373464159.01,116766021.35
2014-10-22T02:18:00+00:00,364412271.96,116510061.97
2014-10-22T03:00:00+00:00,339005912.19,110480032.74
2014-10-22T03:42:00+00:00,360634971.95,112023511.36
2014-10-22T04:24:00+00:00,359337363.84,111714887.44
2014-10-22T05:06:00+00:00,397050922.92,116718367.14
2014-10-22T05:48:00+00:00,414363501.91,124570338.46
2014-10-22T06:30:00+00:00,413614550.62,130511775.53
2014-10-22T07:12:00+00:00,429196230.37,142915712.44
2014-10-22T07:54:00+00:00,454851150.44,141608233.65
2014-10-22T08:36:00+00:00,436693558.1,146888520.32
2014-10-22T09:18:00+00:00,453487554.43,151045009.66
2014-10-22T10:00:00+00:00,486732942.05,159708924.01
2014-10-22T10:42:00+00:00,471075512.07,155816655.01
2014-10-22T11:24:00+00:00,464293774.65,151513264.14
2014-10-22T12:06:00+00:00,478657269.74,161975841.46
2014-10-22T12:48:00+00:00,496241336.92,163799608.15
2014-10-22T13:30:00+00:00,520209047.89,164431797.49
2014-10-22T14:12:00+00:00,524669990.49,170278889.29
2014-10-22T14:54:00+00:00,547404669.58,172547172.61
2014-10-22T15:36:00+00:00,548669635.64,181480055.7
2014-10-22T16:18:00+00:00,545634511.08,180527487.67
2014-10-22T17:00:00+00:00,528619148.03,174934706.87
2014-10-22T17:42:00+00:00,554398458.85,181226598.49
2014-10-22T18:24:00+00:00,539858932.35,175899218.15
2014-10-22T19:06:00+00:00,529634168.39,168696378.25
